Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,novi_first
33,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",1,2,2,yes,3.0,0,1,78,77,78,1
34,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",0,2,1,no,2.0,1,1,73,84,91,0
35,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",1,1,0,no,2.0,2,2,56,68,60,0
36,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",2,1,2,no,5.0,0,0,71,58,65,0
37,"  (0, 0)	1.0",3,3,"  (0, 0)	1.0",1,1,1,yes,2.0,1,1,59,63,65,1
38,"  (0, 1)	1.0",0,1,"  (0, 0)	1.0",1,1,1,no,6.0,1,2,57,59,56,0
39,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",0,2,2,yes,1.0,0,0,99,92,95,1
40,"  (0, 0)	1.0",4,5,"  (0, 1)	1.0",0,1,0,yes,1.0,1,0,82,82,87,1
42,"  (0, 0)	1.0",4,2,"  (0, 0)	1.0",1,1,2,yes,1.0,0,0,71,80,76,1
45,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",1,1,0,yes,3.0,1,2,75,84,87,1
46,"  (0, 0)	1.0",0,1,"  (0, 1)	1.0",1,2,2,yes,3.0,0,1,88,98,94,1
50,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",1,2,1,yes,1.0,1,0,77,72,69,1
51,"  (0, 0)	1.0",1,2,"  (0, 0)	1.0",1,1,2,yes,3.0,2,0,64,81,74,1
52,"  (0, 0)	1.0",3,4,"  (0, 0)	1.0",1,1,1,no,3.0,0,2,78,81,84,0
53,"  (0, 0)	1.0",2,2,"  (0, 0)	1.0",1,2,1,yes,0.0,0,0,42,60,55,1
54,"  (0, 1)	1.0",2,0,"  (0, 0)	1.0",1,1,2,yes,1.0,1,0,67,52,57,1
55,"  (0, 0)	1.0",4,5,"  (0, 1)	1.0",0,1,1,yes,2.0,2,0,76,82,82,1
58,"  (0, 1)	1.0",4,4,"  (0, 1)	1.0",1,1,2,no,1.0,1,1,82,75,68,0
59,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",0,0,1,yes,1.0,1,0,70,75,80,1
60,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,2,2,no,4.0,1,0,27,46,40,0
61,"  (0, 1)	1.0",3,3,"  (0, 1)	1.0",0,1,2,yes,2.0,2,1,75,69,69,1
63,"  (0, 1)	1.0",2,3,"  (0, 1)	1.0",1,1,2,no,1.0,2,1,84,88,87,0
64,"  (0, 0)	1.0",1,5,"  (0, 0)	1.0",1,2,2,no,2.0,1,1,52,75,71,0
65,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,1,1,no,3.0,1,0,57,68,68,0
66,"  (0, 0)	1.0",2,0,"  (0, 1)	1.0",0,1,1,yes,3.0,1,0,54,68,66,1
67,"  (0, 0)	1.0",2,6,"  (0, 0)	1.0",1,1,1,yes,5.0,1,0,72,71,75,1
68,"  (0, 0)	1.0",4,4,"  (0, 0)	1.0",0,1,1,yes,4.0,2,0,65,60,63,1
69,"  (0, 0)	1.0",1,0,"  (0, 0)	1.0",0,1,2,no,1.0,1,1,66,78,75,0
70,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",1,3,0,no,5.0,0,0,51,68,69,0
71,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",0,1,1,no,1.0,1,0,95,100,98,0
72,"  (0, 0)	1.0",2,3,"  (0, 1)	1.0",1,1,2,yes,2.0,1,0,89,98,96,1
74,"  (0, 1)	1.0",3,1,"  (0, 1)	1.0",1,1,1,yes,0.0,2,0,70,63,64,1
75,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",2,1,1,yes,4.0,1,0,48,50,51,1
76,"  (0, 1)	1.0",2,2,"  (0, 0)	1.0",1,2,0,yes,1.0,1,0,72,69,65,1
77,"  (0, 0)	1.0",1,1,"  (0, 1)	1.0",0,1,2,yes,4.0,1,0,75,81,85,1
78,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",1,0,1,yes,1.0,1,2,53,61,61,1
79,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",0,0,2,yes,2.0,2,1,63,70,70,1
81,"  (0, 1)	1.0",3,4,"  (0, 0)	1.0",0,2,2,yes,2.0,1,0,51,51,53,1
82,"  (0, 1)	1.0",5,5,"  (0, 0)	1.0",1,0,1,yes,2.0,1,0,42,48,36,1
83,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",1,1,2,yes,4.0,0,0,96,86,89,1
85,"  (0, 1)	1.0",1,2,"  (0, 1)	1.0",1,2,1,no,1.0,1,0,61,49,50,0
86,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,0,yes,1.0,1,0,62,42,43,1
88,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",0,2,2,yes,1.0,0,1,78,91,92,1
89,"  (0, 1)	1.0",1,4,"  (0, 1)	1.0",1,1,0,yes,1.0,0,1,73,68,58,1
91,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",0,1,2,yes,2.0,1,0,86,85,84,1
92,"  (0, 0)	1.0",0,2,"  (0, 1)	1.0",0,0,2,no,1.0,1,0,63,70,79,0
93,"  (0, 0)	1.0",4,5,"  (0, 0)	1.0",1,1,0,yes,0.0,0,0,40,50,44,1
94,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,1,yes,3.0,1,1,67,67,68,1
95,"  (0, 0)	1.0",2,3,"  (0, 1)	1.0",0,0,1,yes,1.0,0,0,63,72,79,1
96,"  (0, 1)	1.0",4,4,"  (0, 1)	1.0",1,1,2,no,2.0,1,0,73,65,53,0
97,"  (0, 1)	1.0",1,0,"  (0, 1)	1.0",0,1,2,yes,6.0,0,1,87,75,81,1
98,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",0,1,1,yes,3.0,0,1,48,56,62,1
99,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",2,1,2,yes,5.0,0,1,80,78,76,1
100,"  (0, 0)	1.0",1,0,"  (0, 1)	1.0",1,1,2,yes,2.0,2,1,78,92,86,1
101,"  (0, 1)	1.0",1,2,"  (0, 1)	1.0",0,1,1,yes,1.0,1,0,90,94,98,1
102,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",1,1,1,yes,0.0,0,2,81,71,69,1
103,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",0,1,1,no,2.0,0,0,61,73,73,0
105,"  (0, 1)	1.0",4,4,"  (0, 1)	1.0",1,2,1,yes,2.0,0,1,93,83,88,1
106,"  (0, 1)	1.0",2,0,"  (0, 0)	1.0",1,0,1,yes,4.0,1,0,57,45,47,1
107,"  (0, 0)	1.0",3,2,"  (0, 1)	1.0",0,0,2,yes,2.0,0,1,69,81,85,1
108,"  (0, 0)	1.0",5,3,"  (0, 1)	1.0",0,1,2,yes,2.0,1,0,78,94,91,1
109,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",2,2,1,yes,1.0,0,2,75,64,64,1
110,"  (0, 1)	1.0",0,1,"  (0, 1)	1.0",1,1,2,yes,2.0,1,1,67,56,58,1
111,"  (0, 1)	1.0",0,1,"  (0, 1)	1.0",1,0,1,yes,3.0,0,0,57,63,62,1
112,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",0,1,2,no,3.0,1,2,46,54,60,0
113,"  (0, 1)	1.0",2,3,"  (0, 0)	1.0",1,1,2,no,1.0,0,1,81,90,86,0
114,"  (0, 0)	1.0",3,0,"  (0, 1)	1.0",1,1,2,yes,3.0,0,0,82,88,87,1
115,"  (0, 0)	1.0",2,6,"  (0, 1)	1.0",0,0,2,no,1.0,1,0,63,65,67,0
116,"  (0, 0)	1.0",4,5,"  (0, 1)	1.0",0,1,2,yes,1.0,1,0,74,83,91,1
118,"  (0, 1)	1.0",1,3,"  (0, 1)	1.0",1,2,2,yes,3.0,1,1,71,77,74,1
119,"  (0, 0)	1.0",2,1,"  (0, 1)	1.0",0,1,2,no,5.0,0,1,81,98,98,0
120,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",1,1,1,yes,2.0,1,0,70,53,60,1
121,"  (0, 1)	1.0",3,3,"  (0, 1)	1.0",1,2,2,yes,0.0,1,0,81,82,83,1
122,"  (0, 0)	1.0",4,4,"  (0, 1)	1.0",1,1,2,yes,1.0,0,1,68,74,65,1
123,"  (0, 0)	1.0",3,3,"  (0, 1)	1.0",0,1,1,yes,6.0,0,0,96,100,100,1
124,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,1,0,no,2.0,0,0,65,59,62,0
125,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",1,2,2,yes,1.0,1,1,48,35,32,1
126,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,0,0,yes,7.0,0,0,67,56,53,1
127,"  (0, 0)	1.0",3,4,"  (0, 1)	1.0",0,2,2,no,3.0,1,0,76,83,87,0
128,"  (0, 0)	1.0",4,3,"  (0, 1)	1.0",1,1,2,yes,1.0,0,0,94,90,98,1
129,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",1,2,2,no,5.0,0,1,62,75,72,0
130,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",0,2,1,no,2.0,0,1,91,89,87,0
131,"  (0, 1)	1.0",1,5,"  (0, 1)	1.0",1,1,1,no,4.0,0,0,63,68,60,0
132,"  (0, 1)	1.0",0,0,"  (0, 1)	1.0",1,1,2,no,1.0,2,0,64,58,53,0
133,"  (0, 1)	1.0",1,4,"  (0, 1)	1.0",1,2,2,yes,0.0,1,1,89,85,79,1
134,"  (0, 0)	1.0",2,2,"  (0, 0)	1.0",1,1,1,yes,0.0,1,1,59,71,68,1
135,"  (0, 1)	1.0",2,2,"  (0, 0)	1.0",1,2,1,yes,1.0,1,0,62,62,57,1
136,"  (0, 1)	1.0",1,1,"  (0, 0)	1.0",1,1,1,yes,4.0,2,0,54,49,47,1
137,"  (0, 0)	1.0",4,3,"  (0, 0)	1.0",0,2,2,yes,2.0,2,2,84,90,91,1
138,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,2,1,yes,1.0,2,2,93,89,82,1
141,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",0,1,1,yes,2.0,1,2,81,91,85,1
142,"  (0, 1)	1.0",4,2,"  (0, 0)	1.0",1,1,2,no,1.0,1,1,57,61,49,0
143,"  (0, 0)	1.0",1,4,"  (0, 1)	1.0",1,1,1,yes,0.0,0,0,51,48,54,1
144,"  (0, 0)	1.0",0,2,"  (0, 1)	1.0",0,1,1,yes,4.0,1,0,83,92,92,1
145,"  (0, 0)	1.0",3,0,"  (0, 1)	1.0",1,2,2,yes,5.0,2,0,54,72,72,1
146,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,1,2,yes,1.0,0,0,74,67,64,1
147,"  (0, 1)	1.0",5,5,"  (0, 0)	1.0",1,1,2,yes,1.0,0,1,35,37,30,1
149,"  (0, 0)	1.0",3,1,"  (0, 0)	1.0",0,1,2,yes,2.0,1,0,69,73,85,1
150,"  (0, 0)	1.0",4,2,"  (0, 0)	1.0",1,1,2,no,4.0,1,0,56,59,57,0
151,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",1,1,2,no,6.0,2,0,65,67,67,0
152,"  (0, 1)	1.0",3,6,"  (0, 1)	1.0",1,0,2,no,1.0,2,0,66,63,56,0
153,"  (0, 0)	1.0",2,1,"  (0, 1)	1.0",0,1,1,no,1.0,0,1,55,65,67,0
154,"  (0, 0)	1.0",4,2,"  (0, 1)	1.0",1,1,2,yes,0.0,0,2,65,63,64,1
157,"  (0, 1)	1.0",5,5,"  (0, 1)	1.0",1,1,2,yes,1.0,1,0,78,70,59,1
158,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",2,2,2,no,1.0,1,0,81,74,77,0
159,"  (0, 0)	1.0",2,1,"  (0, 0)	1.0",2,1,1,yes,2.0,0,1,78,78,80,1
160,"  (0, 0)	1.0",2,5,"  (0, 0)	1.0",1,1,2,yes,3.0,0,2,63,68,71,1
161,"  (0, 1)	1.0",3,5,"  (0, 0)	1.0",1,1,0,no,5.0,2,1,26,26,27,0
162,"  (0, 1)	1.0",4,2,"  (0, 0)	1.0",1,1,2,yes,2.0,1,0,63,66,65,1
163,"  (0, 0)	1.0",1,3,"  (0, 0)	1.0",0,2,2,no,1.0,1,2,53,59,72,0
164,"  (0, 1)	1.0",3,4,"  (0, 0)	1.0",2,1,1,yes,0.0,0,1,86,83,74,1
165,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",0,1,1,yes,2.0,0,2,86,76,74,1
166,"  (0, 0)	1.0",2,0,"  (0, 1)	1.0",1,1,0,no,1.0,2,1,79,81,77,0
167,"  (0, 0)	1.0",4,4,"  (0, 0)	1.0",0,0,1,yes,1.0,1,0,72,80,80,1
168,"  (0, 0)	1.0",1,2,"  (0, 0)	1.0",1,2,1,yes,3.0,0,0,60,83,79,1
169,"  (0, 1)	1.0",3,4,"  (0, 0)	1.0",0,1,2,no,3.0,1,0,68,69,66,0
170,"  (0, 0)	1.0",4,5,"  (0, 1)	1.0",1,0,1,no,1.0,0,0,58,60,58,0
171,"  (0, 0)	1.0",2,4,"  (0, 0)	1.0",0,1,1,yes,3.0,2,0,39,61,66,1
172,"  (0, 1)	1.0",3,4,"  (0, 0)	1.0",1,1,2,yes,4.0,1,0,60,63,54,1
173,"  (0, 0)	1.0",1,2,"  (0, 0)	1.0",1,0,2,no,1.0,0,1,48,58,60,0
174,"  (0, 0)	1.0",1,0,"  (0, 0)	1.0",1,1,1,yes,1.0,1,1,39,54,52,1
176,"  (0, 0)	1.0",1,2,"  (0, 0)	1.0",0,2,2,yes,2.0,0,0,63,71,65,1
177,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,0,1,no,3.0,1,0,50,64,73,0
178,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,1,2,yes,0.0,0,1,63,63,50,1
179,"  (0, 0)	1.0",1,4,"  (0, 1)	1.0",1,2,2,yes,0.0,1,2,55,63,73,1
180,"  (0, 0)	1.0",3,0,"  (0, 1)	1.0",1,0,1,yes,1.0,1,2,83,84,86,1
181,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,2,yes,1.0,1,2,55,58,52,1
182,"  (0, 1)	1.0",0,3,"  (0, 1)	1.0",1,1,2,yes,0.0,0,0,54,65,57,1
183,"  (0, 1)	1.0",5,4,"  (0, 1)	1.0",1,1,2,yes,0.0,0,1,67,62,54,1
184,"  (0, 0)	1.0",0,1,"  (0, 0)	1.0",1,2,2,yes,2.0,0,2,40,54,54,1
185,"  (0, 1)	1.0",5,5,"  (0, 1)	1.0",0,1,0,yes,5.0,1,1,77,71,68,1
186,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",0,1,0,yes,4.0,1,0,70,83,88,1
187,"  (0, 0)	1.0",3,1,"  (0, 0)	1.0",1,0,1,no,4.0,1,0,51,63,69,0
188,"  (0, 0)	1.0",3,3,"  (0, 0)	1.0",0,1,1,yes,5.0,1,0,85,100,100,1
190,"  (0, 0)	1.0",3,1,"  (0, 1)	1.0",1,1,2,yes,2.0,0,0,95,98,100,1
191,"  (0, 1)	1.0",2,2,"  (0, 0)	1.0",0,1,2,no,3.0,0,0,67,70,66,0
192,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",1,2,1,yes,2.0,1,0,45,57,56,1
193,"  (0, 1)	1.0",1,1,"  (0, 1)	1.0",0,2,1,yes,3.0,1,1,69,68,70,1
194,"  (0, 1)	1.0",1,0,"  (0, 1)	1.0",1,1,2,yes,1.0,0,0,57,49,47,1
195,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",1,1,2,yes,2.0,0,0,71,72,67,1
196,"  (0, 0)	1.0",3,1,"  (0, 0)	1.0",0,3,1,yes,4.0,1,0,76,91,91,1
197,"  (0, 1)	1.0",0,2,"  (0, 0)	1.0",1,1,2,yes,1.0,2,0,31,36,31,1
198,"  (0, 1)	1.0",0,2,"  (0, 1)	1.0",1,2,1,yes,3.0,0,0,79,81,83,1
199,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",0,0,2,yes,3.0,1,0,73,67,70,1
200,"  (0, 0)	1.0",1,1,"  (0, 0)	1.0",1,1,1,yes,2.0,1,2,78,80,83,1
201,"  (0, 0)	1.0",2,3,"  (0, 1)	1.0",1,1,2,yes,3.0,0,0,84,86,82,1
203,"  (0, 1)	1.0",3,1,"  (0, 1)	1.0",0,0,1,yes,0.0,2,2,100,100,100,1
204,"  (0, 1)	1.0",2,5,"  (0, 0)	1.0",1,2,1,yes,3.0,1,0,59,60,59,1
205,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",1,1,1,yes,3.0,2,0,63,54,49,1
206,"  (0, 0)	1.0",2,0,"  (0, 0)	1.0",1,2,0,yes,4.0,0,0,41,63,56,1
207,"  (0, 1)	1.0",2,3,"  (0, 1)	1.0",0,1,2,yes,2.0,1,0,100,99,98,1
208,"  (0, 0)	1.0",2,2,"  (0, 0)	1.0",2,1,1,no,3.0,2,0,64,69,74,0
210,"  (0, 1)	1.0",4,4,"  (0, 0)	1.0",1,2,1,yes,0.0,1,0,63,68,68,1
212,"  (0, 0)	1.0",3,4,"  (0, 1)	1.0",1,0,0,yes,3.0,1,1,58,70,68,1
213,"  (0, 1)	1.0",4,4,"  (0, 1)	1.0",1,2,1,yes,3.0,1,0,100,92,93,1
214,"  (0, 1)	1.0",1,2,"  (0, 1)	1.0",1,1,2,no,6.0,1,1,72,70,67,0
216,"  (0, 0)	1.0",1,1,"  (0, 0)	1.0",0,0,1,no,1.0,1,0,64,83,72,0
217,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",1,0,2,yes,2.0,1,1,64,66,67,1
218,"  (0, 1)	1.0",1,0,"  (0, 1)	1.0",0,2,1,yes,2.0,0,0,100,97,92,1
219,"  (0, 1)	1.0",5,0,"  (0, 1)	1.0",0,1,2,yes,3.0,0,0,86,87,91,1
220,"  (0, 0)	1.0",2,1,"  (0, 1)	1.0",1,1,1,no,1.0,1,0,69,76,79,0
221,"  (0, 1)	1.0",0,1,"  (0, 1)	1.0",1,1,2,yes,1.0,0,1,69,69,70,1
222,"  (0, 0)	1.0",3,1,"  (0, 1)	1.0",1,1,1,yes,2.0,1,1,60,60,68,1
223,"  (0, 0)	1.0",1,4,"  (0, 1)	1.0",0,1,1,no,3.0,2,0,63,72,75,0
224,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",1,1,2,yes,4.0,2,0,62,69,59,1
226,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",2,2,2,yes,0.0,1,2,61,60,55,1
227,"  (0, 1)	1.0",2,2,"  (0, 0)	1.0",0,2,2,yes,2.0,0,0,37,45,44,1
228,"  (0, 1)	1.0",1,6,"  (0, 1)	1.0",0,0,0,no,2.0,1,1,79,80,83,0
229,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,2,2,yes,1.0,1,1,66,59,60,1
230,"  (0, 1)	1.0",2,6,"  (0, 1)	1.0",1,1,1,yes,2.0,0,0,84,77,73,1
231,"  (0, 1)	1.0",2,2,"  (0, 1)	1.0",1,2,2,yes,2.0,1,2,93,80,81,1
232,"  (0, 1)	1.0",2,2,"  (0, 1)	1.0",1,0,0,no,1.0,1,0,59,65,57,0
233,"  (0, 1)	1.0",4,0,"  (0, 1)	1.0",1,2,2,yes,3.0,2,0,51,53,48,1
234,"  (0, 1)	1.0",1,0,"  (0, 0)	1.0",1,1,1,no,1.0,0,0,58,56,56,0
235,"  (0, 0)	1.0",1,0,"  (0, 1)	1.0",1,2,2,no,3.0,0,0,85,94,90,0
237,"  (0, 0)	1.0",0,2,"  (0, 1)	1.0",1,0,1,yes,1.0,1,2,67,75,75,1
238,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",2,1,2,no,7.0,2,0,78,58,62,0
239,"  (0, 1)	1.0",0,4,"  (0, 1)	1.0",2,2,2,no,3.0,1,2,65,52,54,0
240,"  (0, 0)	1.0",1,2,"  (0, 0)	1.0",0,1,0,yes,0.0,1,0,43,52,51,1
241,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",0,0,2,yes,2.0,1,2,59,64,60,1
242,"  (0, 1)	1.0",4,6,"  (0, 1)	1.0",1,2,1,yes,2.0,1,0,60,59,50,1
243,"  (0, 1)	1.0",4,5,"  (0, 0)	1.0",1,1,2,no,4.0,1,2,72,51,60,0
244,"  (0, 0)	1.0",5,2,"  (0, 1)	1.0",1,1,0,no,3.0,1,1,56,63,60,0
245,"  (0, 0)	1.0",3,2,"  (0, 0)	1.0",0,1,1,no,1.0,1,0,66,80,82,0
246,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,2,0,yes,3.0,1,1,60,72,65,1
247,"  (0, 0)	1.0",3,1,"  (0, 1)	1.0",0,0,2,no,3.0,1,0,99,100,100,0
248,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",0,1,2,yes,3.0,0,1,83,91,95,1
249,"  (0, 0)	1.0",1,0,"  (0, 1)	1.0",1,0,2,no,1.0,1,1,85,90,91,0
250,"  (0, 1)	1.0",3,1,"  (0, 0)	1.0",0,0,2,yes,3.0,1,2,82,85,82,1
251,"  (0, 1)	1.0",1,3,"  (0, 1)	1.0",1,1,1,yes,0.0,1,2,70,61,62,1
252,"  (0, 1)	1.0",2,5,"  (0, 0)	1.0",1,1,1,yes,3.0,1,0,52,56,49,1
253,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",1,1,1,yes,2.0,1,0,94,91,89,1
254,"  (0, 0)	1.0",3,0,"  (0, 1)	1.0",1,2,1,yes,0.0,1,0,55,60,61,1
255,"  (0, 0)	1.0",0,0,"  (0, 1)	1.0",0,1,2,yes,1.0,1,1,75,87,93,1
256,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",1,1,2,yes,1.0,0,0,70,55,57,1
257,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,0,1,no,3.0,2,0,72,86,85,0
258,"  (0, 0)	1.0",3,2,"  (0, 0)	1.0",0,0,0,yes,3.0,1,0,50,64,69,1
259,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",1,2,2,yes,0.0,0,1,62,65,63,1
260,"  (0, 0)	1.0",2,4,"  (0, 0)	1.0",1,1,1,no,2.0,1,0,69,70,75,0
261,"  (0, 0)	1.0",3,1,"  (0, 0)	1.0",1,1,2,yes,1.0,0,1,54,58,65,1
262,"  (0, 0)	1.0",4,2,"  (0, 0)	1.0",0,1,2,yes,3.0,1,0,73,79,76,1
264,"  (0, 0)	1.0",5,4,"  (0, 1)	1.0",0,1,1,yes,2.0,1,2,94,86,100,1
265,"  (0, 1)	1.0",0,0,"  (0, 1)	1.0",0,1,1,no,3.0,1,1,77,81,78,0
266,"  (0, 1)	1.0",4,0,"  (0, 1)	1.0",2,1,2,no,2.0,1,0,100,96,97,0
267,"  (0, 0)	1.0",0,4,"  (0, 0)	1.0",0,3,2,yes,2.0,2,0,76,90,92,1
268,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",1,1,1,yes,1.0,1,0,57,69,68,1
269,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",2,0,1,yes,2.0,0,0,80,86,75,1
271,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",0,2,1,yes,1.0,1,0,88,79,85,1
272,"  (0, 0)	1.0",2,3,"  (0, 1)	1.0",1,0,2,yes,0.0,0,1,59,70,68,1
273,"  (0, 1)	1.0",4,0,"  (0, 1)	1.0",1,1,2,no,1.0,1,0,79,67,73,0
274,"  (0, 1)	1.0",3,1,"  (0, 1)	1.0",0,2,0,yes,3.0,0,1,94,93,95,1
275,"  (0, 1)	1.0",5,2,"  (0, 1)	1.0",1,1,2,yes,0.0,0,0,69,64,62,1
276,"  (0, 1)	1.0",2,1,"  (0, 0)	1.0",0,1,1,no,3.0,1,1,46,50,57,0
277,"  (0, 0)	1.0",2,5,"  (0, 0)	1.0",0,1,2,yes,0.0,0,0,47,65,63,1
278,"  (0, 0)	1.0",2,4,"  (0, 0)	1.0",1,1,1,yes,2.0,0,0,60,76,66,1
279,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",1,1,2,yes,1.0,1,1,91,91,82,1
280,"  (0, 1)	1.0",0,0,"  (0, 0)	1.0",1,0,2,yes,4.0,1,0,45,43,35,1
281,"  (0, 0)	1.0",3,6,"  (0, 1)	1.0",1,2,2,yes,2.0,0,0,79,78,79,1
282,"  (0, 1)	1.0",3,3,"  (0, 0)	1.0",1,1,0,yes,0.0,2,0,66,66,69,1
283,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",1,1,2,yes,4.0,0,0,67,65,71,1
284,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,2,2,no,3.0,0,0,65,73,75,0
285,"  (0, 0)	1.0",4,2,"  (0, 0)	1.0",1,2,0,yes,1.0,1,0,58,63,67,1
286,"  (0, 1)	1.0",3,1,"  (0, 1)	1.0",1,1,0,yes,3.0,1,1,76,63,70,1
287,"  (0, 0)	1.0",3,6,"  (0, 0)	1.0",0,1,1,yes,1.0,0,0,67,78,80,1
289,"  (0, 0)	1.0",3,2,"  (0, 0)	1.0",0,1,1,yes,1.0,2,0,67,76,77,1
290,"  (0, 0)	1.0",0,0,"  (0, 0)	1.0",0,2,2,yes,0.0,0,0,56,79,78,1
291,"  (0, 0)	1.0",3,4,"  (0, 1)	1.0",0,2,1,yes,2.0,0,0,88,98,93,1
292,"  (0, 0)	1.0",0,5,"  (0, 1)	1.0",1,2,2,yes,1.0,0,0,49,57,51,1
293,"  (0, 1)	1.0",0,1,"  (0, 1)	1.0",1,1,1,yes,5.0,1,0,60,66,63,1
294,"  (0, 1)	1.0",5,6,"  (0, 1)	1.0",1,1,1,yes,1.0,1,2,77,73,72,1
295,"  (0, 1)	1.0",1,4,"  (0, 0)	1.0",1,1,1,no,2.0,0,2,57,58,55,0
296,"  (0, 1)	1.0",3,1,"  (0, 0)	1.0",1,2,0,no,3.0,1,0,53,63,59,0
298,"  (0, 0)	1.0",3,6,"  (0, 1)	1.0",2,0,1,yes,2.0,2,0,66,77,71,1
299,"  (0, 0)	1.0",3,4,"  (0, 0)	1.0",0,0,1,yes,1.0,0,2,82,91,93,1
300,"  (0, 1)	1.0",3,4,"  (0, 0)	1.0",1,1,0,no,2.0,1,1,72,76,77,0
301,"  (0, 1)	1.0",1,2,"  (0, 0)	1.0",1,1,2,yes,2.0,0,0,70,73,63,1
302,"  (0, 0)	1.0",1,4,"  (0, 0)	1.0",1,1,2,yes,3.0,1,0,50,63,63,1
304,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,0,no,1.0,1,0,79,71,67,0
305,"  (0, 1)	1.0",2,1,"  (0, 1)	1.0",0,0,2,yes,1.0,1,0,78,70,71,1
306,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",0,0,2,no,2.0,1,0,95,96,94,0
307,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",0,1,1,yes,2.0,1,0,89,80,82,1
310,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,2,1,yes,3.0,1,0,79,83,80,1
311,"  (0, 0)	1.0",1,6,"  (0, 1)	1.0",2,2,0,no,1.0,0,0,66,78,78,0
312,"  (0, 0)	1.0",2,6,"  (0, 1)	1.0",2,1,2,yes,3.0,1,0,74,100,100,1
